# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	15795
#@/user_id	rime-setting
gong xiang 	共享	c=5 d=1.03527e-09 t=15795
gong yao 	公鑰	c=2 d=1.40722e-09 t=15795
gong yong 	共用	c=1 d=2.78795e-33 t=15795
gong yuan 	公園	c=2 d=9.14769e-17 t=15795
gong yuan li 	公園裏	c=1 d=9.40773e-18 t=15795
gong zhong 	公衆	c=1 d=6.48919e-31 t=15795
gong zhong hao 	公衆號	c=5 d=0.348196 t=15795
gong zuo 	工作	c=34 d=0.0956202 t=15795
gong zuo liu 	工作流	c=5 d=4.56985e-11 t=15795
gou 	狗	c=4 d=8.23256e-10 t=15795
gou gou 	狗狗	c=1 d=6.72148e-33 t=15795
gou jian 	構建	c=3 d=0.00208268 t=15795
gou tong 	溝通	c=3 d=0.00145901 t=15795
gu bu 	骨部	c=1 d=6.06944e-09 t=15795
gu dao 	孤島	c=1 d=5.36447e-27 t=15795
gu ding 	固定	c=1 d=2.27166e-06 t=15795
gu ge 	谷歌	c=3 d=1.49393e-32 t=15795
gu ge pin yin 	谷歌拼音	c=1 d=4.88079e-33 t=15795
gu ji 	估計	c=11 d=0.191092 t=15795
gu ji 	顧及	c=1 d=6.91205e-09 t=15795
gu li 	鼓勵	c=4 d=1.40411e-05 t=15795
gu mu 	古墓	c=1 d=7.05768e-19 t=15795
gu shi 	故事	c=6 d=0.985438 t=15795
gu wen 	古文	c=1 d=8.62027e-19 t=15795
gu wu 	鼓舞	c=2 d=0.000731614 t=15795
gu yi 	故意	c=1 d=0.0567422 t=15795
gua 	掛	c=4 d=1.70981e-07 t=15795
gua gua jiao 	呱呱叫	c=1 d=2.39921e-31 t=15795
gua li 	掛曆	c=1 d=9.68599e-08 t=15795
gua xiao qi 	刮削器	c=1 d=1.8595e-33 t=15795
gua zai 	掛在	c=3 d=2.47747e-09 t=15795
guan 	觀	c=1 d=0.00767337 t=15795
guan 	館	c=5 d=0.000174889 t=15795
guan bi 	關閉	c=2 d=4.68144e-14 t=15795
guan bing 	官兵	c=1 d=2.74598e-31 t=15795
guan cha 	觀察	c=1 d=6.03178e-24 t=15795
guan chi 	關遲	c=1 d=1.56613e-13 t=15795
guan dian 	觀點	c=3 d=0.00123571 t=15795
guan diao 	關掉	c=2 d=1.6636e-12 t=15795
guan fang 	官方	c=1 d=1.10172e-22 t=15795
guan jian 	關鍵	c=1 d=0.00790705 t=15795
guan jian zi 	關鍵字	c=2 d=1.47874e-14 t=15795
guan li 	管理	c=66 d=0.194761 t=15795
guan li ceng 	管理層	c=1 d=2.29012e-13 t=15795
guan li xue 	管理學	c=1 d=1.04981e-13 t=15795
guan lian 	關聯	c=2 d=1.75501e-28 t=15795
guan nian 	觀念	c=1 d=5.64353e-06 t=15795
guan tou 	罐頭	c=1 d=8.28086e-17 t=15795
guan wang 	觀望	c=1 d=5.68052e-24 t=15795
guan xi 	關係	c=3 d=1.19828e-10 t=15795
guan zhu 	關注	c=5 d=0.00160427 t=15795
guan zhu quan 	關注圈	c=2 d=7.44665e-22 t=15795
guang 	光	c=1 d=6.94292e-32 t=15795
guang 	逛	c=1 d=1.84771e-17 t=15795
guang bo 	廣播	c=1 d=4.64765e-16 t=15795
guang gao 	廣告	c=1 d=4.67095e-16 t=15795
guang gong yuan 	逛公園	c=1 d=1.66354e-17 t=15795
guang guang 	逛逛	c=1 d=1.21738e-20 t=15795
guang jian 	光劍	c=1 d=1.50703e-31 t=15795
guang kuo 	廣闊	c=1 d=9.87294e-27 t=15795
guang ming 	光明	c=1 d=0.00192221 t=15795
gui 	貴	c=1 d=3.59652e-29 t=15795
gui chui deng 	鬼吹燈	c=1 d=6.95261e-19 t=15795
gui dang 	歸檔	c=1 d=1.63282e-33 t=15795
gui hua 	規劃	c=8 d=0.951328 t=15795
gui lai 	歸來	c=1 d=0.00319873 t=15795
gui lv 	規律	c=2 d=1.78747 t=15795
gui mo 	規模	c=1 d=6.63742e-32 t=15795
gui shu gan 	歸屬感	c=2 d=1.99019e-29 t=15795
guo 	國	c=1 d=2.37001e-34 t=15795
guo 	果	c=2 d=1.45356e-16 t=15795
guo 	過	c=8 d=1.65355e-05 t=15795
guo chen 	郭晨	c=2 d=0.000639387 t=15795
guo cheng 	過程	c=34 d=0.0622841 t=15795
guo cheng zhong 	過程中	c=1 d=1.47087e-10 t=15795
guo duan 	果斷	c=1 d=0.000256085 t=15795
guo guang 	國光	c=1 d=2.22585e-31 t=15795
guo hao 	過好	c=2 d=6.59084e-08 t=15795
guo jia 	國家	c=4 d=4.69915e-28 t=15795
guo jia ji 	國家級	c=1 d=2.17089e-31 t=15795
guo lv 	過濾	c=1 d=2.89129e-20 t=15795
guo nian 	過年	c=2 d=2.58201e-33 t=15795
guo qi 	國旗	c=1 d=9.36878e-28 t=15795
guo qing 	國慶	c=1 d=1.04258e-20 t=15795
guo qu 	過去	c=1 d=2.27127e-05 t=15795
guo sheng ri 	過生日	c=1 d=4.03141e-19 t=15795
guo xue 	國學	c=2 d=1.01279e-18 t=15795
guo yin 	過癮	c=1 d=1.05906e-28 t=15795
ha ha 	哈哈	c=13 d=6.57771e-11 t=15795
ha ha ha 	哈哈哈	c=2 d=4.35441e-23 t=15795
ha ha ha ha 	哈哈哈哈	c=0 d=5.50872e-29 t=15795
ha ha ha ha lai le 	哈哈哈哈來了	c=20 d=5.6171e-27 t=15795
ha ha ha hao le li fa hui hao hao hao le le 	哈哈哈好了立法會好好好了了	c=1 d=2.67081e-28 t=15795
ha ha ha hao le li kai hao hao hao hao le li kai hao hao hao hao le li kai hao hao hao hao lai le 	哈哈哈好了離開好好好好了離開好好好好了離開好好好好來了	c=1 d=2.89326e-28 t=15795
ha ha ha hao le li kai hao hao hao hao le li kai hao hao hao hao le li kai hao hao hao hao le li kai hao hao hao hao le lu he hao hao hao le lu he hao hao hao le lu he hao hao hao le liang hao hao hao hao le lu he hao hao hao le lu he hao hao hao le lu he hao hao hao le lu he hao hao hao le lu he hao hao hao lai la ha ha ha ha lai le 	哈哈哈好了離開好好好好了離開好好好好了離開好好好好了離開好好好好了六合好好好了六合好好好了六合好好好了良好好好好了六合好好好了六合好好好了六合好好好了六合好好好了六合好好好來啦哈哈哈哈來了	c=1 d=2.87883e-28 t=15795
ha ha hao shu fu 	哈哈好舒服	c=1 d=4.21182e-34 t=15795
hai 	海	c=7 d=0.000599149 t=15795
hai 	還	c=9 d=1.75469e-12 t=15795
hai bian 	海邊	c=3 d=6.62325e-27 t=15795
hai bu zhi zu 	還不知足	c=1 d=3.32351e-12 t=15795
hai diao 	海釣	c=1 d=6.01826e-27 t=15795
hai fen xiang 	還分享	c=2 d=4.04374e-17 t=15795
hai feng 	海風	c=1 d=1.29332e-26 t=15795
hai hao 	還好	c=3 d=5.59678e-24 t=15795
hai ke yi 	還可以	c=2 d=3.16303e-18 t=15795
hai lang 	海浪	c=1 d=1.31287e-26 t=15795
hai mei 	還沒	c=5 d=5.83344e-13 t=15795
hai mei lai ji kan 	還沒來及看	c=1 d=1.07954e-18 t=15795
hai mei you 	還沒有	c=3 d=5.89206e-13 t=15795
hai neng 	還能	c=3 d=4.13923e-06 t=15795
hai shi 	還是	c=24 d=0.0202464 t=15795
hai shi hen 	還是很	c=1 d=2.58387e-21 t=15795
hai shui 	海水	c=1 d=1.0966e-26 t=15795
hai shuo you 	還說有	c=1 d=1.10841e-05 t=15795
hai xian 	海鮮	c=1 d=5.13032e-30 t=15795
hai xian zi you 	海鮮自由	c=1 d=4.56105e-30 t=15795
hai xiang 	還想	c=2 d=1.02329e-08 t=15795
hai xing 	海星	c=3 d=0.972908 t=15795
hai xing 	還行	c=1 d=2.96035e-33 t=15795
hai yao 	還要	c=2 d=0.0480747 t=15795
hai you 	還有	c=25 d=0.00424472 t=15795
hai yu 	海域	c=1 d=8.79441e-19 t=15795
hai za 	還扎	c=1 d=8.05829e-20 t=15795
hai zai 	還在	c=3 d=8.90606e-20 t=15795
hai zei wang 	海賊王	c=2 d=4.51717e-26 t=15795
hai zhen 	還真	c=1 d=5.54215e-28 t=15795
hai zhi chi 	還支持	c=1 d=1.43109e-11 t=15795
hai zi 	孩子	c=0 d=0.000213348 t=15795
han dong 	寒冬	c=1 d=2.80098e-29 t=15795
han shu 	函數	c=5 d=2.89921e-11 t=15795
han zhe 	喊着	c=1 d=1.02424e-17 t=15795
hang 	行	c=5 d=1.5931e-08 t=15795
hang qing 	行情	c=5 d=2.03827e-24 t=15795
hang shu 	行書	c=1 d=8.29805e-12 t=15795
hang xian 	航線	c=1 d=1.49127e-25 t=15795
hang ye 	行業	c=6 d=9.2438e-08 t=15795
hao 	好	c=24 d=0.169483 t=15795
hao 	號	c=4 d=0.136014 t=15795
hao de 	好的	c=8 d=0.820493 t=15795
hao dian 	好點	c=2 d=3.38074e-07 t=15795
hao duo 	好多	c=1 d=4.44692e-26 t=15795
hao feng mao 	好風貌	c=1 d=2.52222e-31 t=15795
hao hao 	好好	c=9 d=5.56827e-05 t=15795
hao hao hao hao lai le qian hou hao hao hao le le 	好好好好來了前後好好好了了	c=1 d=2.64424e-28 t=15795
hao hao he fu he shi 	好好和複合式	c=2 d=4.71541e-21 t=15795
hao hao kao shi 	好好考試	c=1 d=4.04667e-34 t=15795
hao hao sheng huo 	好好生活	c=1 d=1.39286e-16 t=15795
hao hen duo 	好很多	c=1 d=1.9478e-20 t=15795
hao jie guo 	好結果	c=1 d=3.39238e-18 t=15795
hao kan 	好看	c=1 d=1.33203e-20 t=15795
hao ke 	好客	c=1 d=5.46057e-30 t=15795
hao le 	好了	c=0 d=1.10318e-28 t=15795
hao lou 	號樓	c=1 d=2.14491e-07 t=15795
hao shi 	好事	c=2 d=3.84211e-12 t=15795
hao shu 	好書	c=2 d=0.0329805 t=15795
hao shu fu 	好舒服	c=5 d=3.4329e-15 t=15795
hao ting 	好聽	c=1 d=4.51336e-24 t=15795
hao wan 	好玩	c=4 d=3.54829e-28 t=15795
hao xiang 	好像	c=14 d=0.00116504 t=15795
hao xiang mu 	好項目	c=1 d=8.77619e-24 t=15795
hao xiao 	好笑	c=1 d=3.96451e-28 t=15795
hao xiao xi 	好消息	c=4 d=3.7001e-27 t=15795
hao yong 	好用	c=3 d=3.49592e-25 t=15795
hao you 	好友	c=1 d=7.96158e-25 t=15795
he 	和	c=176 d=1.47589 t=15795
he 	喝	c=2 d=9.056e-29 t=15795
he bu cuo 	和不錯	c=1 d=4.26892e-16 t=15795
he cha 	喝茶	c=4 d=1.68414e-28 t=15795
he chang 	合唱	c=1 d=0.000825105 t=15795
he e 	和俄	c=1 d=5.17115e-07 t=15795
he fei shi 	合肥市	c=1 d=4.99925e-21 t=15795
he han shang fei hui 	河漢尚裴回	c=1 d=6.40041e-16 t=15795
he he 	呵呵	c=0 d=4.88705e-22 t=15795
he he sa huang 	呵呵撒謊	c=2 d=4.74811e-21 t=15795
he hu 	呵護	c=0 d=1.61273e-06 t=15795
he ji 	合計	c=1 d=9.94642e-26 t=15795
he kou 	河口	c=1 d=1.3979e-29 t=15795
he lao ban 	和老伴	c=1 d=1.47543e-17 t=15795
he li 	合理	c=1 d=2.45067e-16 t=15795
he li hua 	合理化	c=1 d=6.3488e-09 t=15795
he nan 	河南	c=1 d=4.84227e-28 t=15795
he nan sheng 	河南省	c=0 d=2.0403e-08 t=15795
he nan sheng kai feng shi 	河南省開封市	c=1 d=2.05052e-07 t=15795
he shi 	合適	c=1 d=1.37283e-22 t=15795
he shui huo huo 	河水活活	c=1 d=2.57098e-21 t=15795
he suan 	核酸	c=2 d=7.27138e-17 t=15795
he wan 	喝完	c=1 d=4.30582e-29 t=15795
he xia qu 	喝下去	c=1 d=4.68782e-29 t=15795
he xin 	核心	c=4 d=6.5975e-06 t=15795
he xin qu 	核心區	c=1 d=3.80517e-16 t=15795
he ying yong 	和應用	c=1 d=3.91906e-10 t=15795
he zheng zhou 	和鄭州	c=1 d=7.44128e-24 t=15795
he zuo 	合作	c=1 d=0.000746586 t=15795
hei ban 	黑板	c=1 d=4.62447e-16 t=15795
hei dong 	黑洞	c=1 d=1.14532e-08 t=15795
hei shou 	黑手	c=2 d=8.25494e-31 t=15795
hen 	很	c=21 d=0.501576 t=15795
hen bu cuo 	很不錯	c=4 d=0.00283702 t=15795
hen bu duo 	很不多	c=2 d=2.15863e-05 t=15795
hen bu o 	很不哦	c=1 d=2.06291e-19 t=15795
hen da 	很大	c=6 d=0.0466538 t=15795
hen duo 	很多	c=35 d=0.00106747 t=15795
hen fu he 	很符合	c=1 d=5.944e-28 t=15795
hen gao 	很高	c=1 d=1.06879e-18 t=15795
hen gao xing 	很高興	c=2 d=1.835e-24 t=15795
hen guang 	很廣	c=1 d=1.11011e-23 t=15795
hen hao 	很好	c=2 d=2.1355e-05 t=15795
hen hao de 	很好的	c=1 d=1.98958e-05 t=15795
hen ji 	痕跡	c=1 d=4.61331e-17 t=15795
hen jin 	很近	c=1 d=7.371e-30 t=15795
hen jiu 	很久	c=3 d=1.60576e-24 t=15795
hen kuai 	很快	c=1 d=4.39519e-06 t=15795
hen kuang 	很狂	c=1 d=4.37327e-06 t=15795
hen lei 	很累	c=1 d=7.44254e-26 t=15795
hen li xiang 	很理想	c=1 d=7.67051e-28 t=15795
hen liu xing 	很流行	c=2 d=1.30116e-27 t=15795
hen nan 	很難	c=1 d=5.96364e-08 t=15795
hen qiang 	很強	c=2 d=5.39888e-09 t=15795
hen qiang dan 	很強單	c=1 d=2.74131e-11 t=15795
hen shao 	很少	c=5 d=2.36623e-27 t=15795
hen xiang 	很像	c=1 d=0.0137049 t=15795
hen xiang 	很想	c=1 d=0.013912 t=15795
hen xiang wang 	很嚮往	c=1 d=9.04346e-24 t=15795
hen you 	很有	c=6 d=6.04437e-19 t=15795
hen you xian 	很悠閒	c=1 d=1.20527e-20 t=15795
hen zheng 	很正	c=1 d=1.41415e-18 t=15795
hen zhong yao 	很重要	c=1 d=1.71065e-22 t=15795
hen zhun 	很準	c=3 d=1.40251e-09 t=15795
hen zi you 	恨自由	c=1 d=1.98337e-27 t=15795
heng fu 	橫幅	c=0 d=6.45573e-30 t=15795
heng pai 	橫排	c=1 d=1.89249e-34 t=15795
hong 	宏	c=8 d=5.27574e-22 t=15795
hong 	紅	c=5 d=1.28341e-16 t=15795
hong cha 	紅茶	c=1 d=5.12929e-29 t=15795
hong li 	紅利	c=1 d=2.81406e-25 t=15795
hong ming ling 	宏命令	c=1 d=5.12667e-23 t=15795
hong shu 	紅薯	c=0 d=9.22772e-27 t=15795
hong tou 	紅頭	c=1 d=6.41697e-17 t=15795
hou 	後	c=4 d=7.73311e-06 t=15795
hou ban cheng 	後半程	c=1 d=9.92243e-27 t=15795
hou hui 	後悔	c=2 d=0.000194517 t=15795
hou jin 	後勁	c=1 d=1.65609e-23 t=15795
hou lai 	後來	c=2 d=6.14491e-17 t=15795
hou xu 	後續	c=5 d=8.86866e-10 t=15795
hou xu cu 	後續粗	c=1 d=2.76886e-11 t=15795
hou xuan 	候選	c=2 d=0.0182243 t=15795
hou zi 	猴子	c=1 d=0.00272578 t=15795
hu 	戶	c=1 d=1.14828e-09 t=15795
hu chi 	互斥	c=1 d=7.08438e-34 t=15795
hu die 	蝴蝶	c=1 d=0.932394 t=15795
hu dong 	互動	c=1 d=0.000665481 t=15795
hu ge 	胡歌	c=0 d=2.72857e-16 t=15795
hu ge na 	胡歌那	c=1 d=2.74224e-15 t=15795
hu hu sheng feng 	虎虎生風	c=4 d=7.70116e-16 t=15795
hu shi 	忽視	c=1 d=1.70125e-16 t=15795
hu shi hu fei 	忽是忽非	c=2 d=4.96517e-21 t=15795
hu tong 	衚衕	c=1 d=0.00065886 t=15795
hu wai 	戶外	c=6 d=0.313486 t=15795
hu you 	忽悠	c=1 d=5.312e-29 t=15795
hua 	話	c=7 d=6.54702e-10 t=15795
hua ban 	畫板	c=1 d=5.20504e-25 t=15795
hua bian 	譁變	c=1 d=3.47341e-31 t=15795
hua cha 	花茶	c=1 d=5.05293e-29 t=15795
hua fei 	花費	c=1 d=0.000120363 t=15795
hua fei 	話費	c=1 d=0.000119165 t=15795
hua jia 	花甲	c=1 d=3.6698e-31 t=15795
hua ju 	話劇	c=1 d=2.27081e-31 t=15795
hua le 	化了	c=1 d=1.22032e-19 t=15795
hua ning 	華寧	c=1 d=4.02867e-11 t=15795
hua ti 	話題	c=1 d=1.00447e-23 t=15795
huan 	換	c=2 d=7.27806e-10 t=15795
huan cheng 	環城	c=1 d=1.56773e-25 t=15795
huan cun 	緩存	c=3 d=5.56409e-13 t=15795
huan dao 	環島	c=1 d=8.20544e-27 t=15795
huan fa 	煥發	c=1 d=1.8246e-16 t=15795
huan ji 	換季	c=1 d=2.99631e-28 t=15795
huan jie 	緩解	c=2 d=1.54975e-07 t=15795
huan jing 	環境	c=42 d=4.45875e-08 t=15795
huan jing de 	環境的	c=1 d=2.58791e-10 t=15795
huan jing shi 	環境時	c=1 d=2.65342e-10 t=15795
huan jing xia 	環境下	c=2 d=2.82624e-17 t=15795
huan ning 	緩凝	c=2 d=1.06203e-12 t=15795
huan xing 	喚醒	c=1 d=2.95834e-25 t=15795
huan ying 	歡迎	c=2 d=1.90871e-09 t=15795
huang bo 	黃渤	c=2 d=0.191216 t=15795
hui 	回	c=1 d=4.36184e-34 t=15795
hui 	會	c=11 d=1.48088e-10 t=15795
hui bu hui 	會不會	c=3 d=7.69142e-26 t=15795
hui dao 	回到	c=1 d=1.08702e-11 t=15795
hui dao zhi 	會導致	c=1 d=9.21988e-16 t=15795
hui diao 	回調	c=1 d=1.06916e-22 t=15795
hui fu 	恢復	c=4 d=2.30148e-12 t=15795
hui gu 	回顧	c=8 d=0.00980366 t=15795
hui gui 	回歸	c=1 d=1.50861e-14 t=15795
hui jia 	回家	c=4 d=8.19846e-17 t=15795
hui jing 	回京	c=3 d=1.18408e-24 t=15795
hui lai 	回來	c=3 d=8.55513e-18 t=15795
hui long guan 	回龍觀	c=9 d=8.40032e-07 t=15795
hui qu 	回去	c=3 d=8.68886e-24 t=15795
hui shi 	會是	c=1 d=1.98952e-34 t=15795
hui xiang 	回想	c=1 d=0.000167421 t=15795
hui xie 	回血	c=4 d=0.231045 t=15795
hui yi 	會議	c=6 d=0.998322 t=15795
hui yi li 	會議裏	c=1 d=0.147342 t=15795
hui you 	會有	c=1 d=3.76988e-24 t=15795
hun he 	混合	c=1 d=1.71805e-14 t=15795
huo 	或	c=1 d=1.26642e-14 t=15795
huo 	活	c=1 d=3.75363e-32 t=15795
huo 	霍	c=0 d=1.78969e-25 t=15795
huo che 	火車	c=2 d=4.32862e-26 t=15795
huo che piao 	火車票	c=1 d=2.71773e-27 t=15795
huo che zhan 	火車站	c=2 d=3.88295e-27 t=15795
huo cheng 	活成	c=1 d=0.034562 t=15795
huo de 	獲得	c=1 d=1.17128e-07 t=15795
huo dong 	活動	c=5 d=9.97928e-06 t=15795
huo duo 	活多	c=1 d=3.84865e-32 t=15795
huo qu 	獲取	c=15 d=3.11276e-06 t=15795
huo sheng sheng 	活生生	c=2 d=2.91486e-16 t=15795
huo shu guang 	或曙光	c=3 d=4.49933e-33 t=15795
huo shu guang 	霍曙光	c=5 d=0.628559 t=15795
huo zhai 	霍寨	c=1 d=2.08151e-07 t=15795
huo zhe 	或者	c=1 d=1.49152e-27 t=15795
ji 	即	c=5 d=3.72669e-06 t=15795
ji 	機	c=3 d=7.82979e-05 t=15795
ji bei 	幾杯	c=1 d=1.6152e-23 t=15795
ji ben 	基本	c=2 d=4.81402e-18 t=15795
ji biao wan 	機標萬	c=1 d=0.0102549 t=15795
ji chang 	機場	c=1 d=3.90482e-26 t=15795
ji cheng 	集成	c=17 d=4.53771e-12 t=15795
ji chu 	基礎	c=8 d=5.90551e-07 t=15795
ji dai 	亟待	c=1 d=1.17108e-05 t=15795
ji de 	記得	c=1 d=4.81811e-28 t=15795
ji dian 	幾點	c=1 d=0.00143728 t=15795
ji fa 	激發	c=5 d=8.70941e-18 t=15795
ji fen 	積分	c=0 d=2.04273e-22 t=15795
ji ge 	幾個	c=12 d=0.597519 t=15795
ji ge xiao shi 	幾個小時	c=1 d=4.67492e-26 t=15795
ji gou 	機構	c=1 d=5.75852e-08 t=15795
ji guo 	記過	c=1 d=9.21674e-12 t=15795
ji hang 	幾行	c=1 d=6.79272e-10 t=15795
ji hua 	計劃	c=23 d=0.0123402 t=15795
ji hua shu fa jia 	計劃書法家	c=1 d=2.42126e-21 t=15795
ji huang 	饑荒	c=1 d=8.40601e-17 t=15795
ji hui 	機會	c=1 d=1.13311e-29 t=15795
ji huo 	激活	c=11 d=0.000493001 t=15795
ji ji 	幾集	c=1 d=5.20238e-19 t=15795
ji ji 	積極	c=3 d=0.000363402 t=15795
ji ji ji ji ji 	季姬擊雞記	c=2 d=4.48557e-21 t=15795
ji ji ji ji ji jie jing 	季姬擊雞記捷徑	c=1 d=2.5454e-21 t=15795
ji ji shen jia 	積極參加	c=3 d=4.98918e-21 t=15795
ji ji shen jia fen 	積極參加分	c=1 d=2.28025e-21 t=15795
ji ji shen jia ji fen 	積極參加積分	c=1 d=2.05297e-21 t=15795
ji ji zhu dong 	積極主動	c=2 d=3.318e-18 t=15795
ji jia 	幾家	c=1 d=2.38148e-32 t=15795
ji jian 	幾件	c=1 d=4.29397e-26 t=15795
ji jiang kai shi 	即將開始	c=1 d=2.75356e-34 t=15795
ji jie 	季節	c=2 d=1.83096e-26 t=15795
ji jue 	繼絕	c=1 d=0.0645703 t=15795
ji ke 	即可	c=6 d=1.43036e-05 t=15795
ji ke 	極客	c=2 d=0.0347578 t=15795
ji kuai kui 	姬蒯聵	c=1 d=3.45973e-14 t=15795
ji kuai qian 	幾塊錢	c=1 d=0.486752 t=15795
ji lei 	積累	c=1 d=1.17715e-08 t=15795
ji lei he 	積累和	c=1 d=1.18305e-07 t=15795
ji li 	幾例	c=1 d=4.9384e-24 t=15795
ji lu 	記錄	c=13 d=0.23916 t=15795
ji neng 	技能	c=3 d=4.49558e-07 t=15795
ji nian 	幾年	c=2 d=1.58798e-29 t=15795
ji nian qian 	幾年前	c=1 d=5.61138e-27 t=15795
ji qi 	極其	c=1 d=5.17644e-19 t=15795
ji qiao 	技巧	c=17 d=0.0601856 t=15795
ji shi 	即使	c=1 d=2.21211e-17 t=15795
ji shi 	幾十	c=0 d=3.9947e-30 t=15795
ji shi ke 	幾十克	c=1 d=4.01472e-29 t=15795
ji shu 	技術	c=12 d=6.45817e-05 t=15795
ji tian 	幾天	c=4 d=5.89135e-05 t=15795
ji tian ban 	幾天班	c=1 d=8.55659e-20 t=15795
ji xiang 	跡象	c=1 d=7.80526e-27 t=15795
ji xing 	機型	c=1 d=0.00124951 t=15795
ji xu 	急須	c=2 d=0.00130051 t=15795
ji xu 	繼續	c=3 d=0.0330859 t=15795
ji yi 	記憶	c=1 d=2.95783e-23 t=15795
ji yi you xin 	記憶猶新	c=1 d=1.78999e-26 t=15795
ji yu 	基於	c=5 d=2.69915e-05 t=15795
ji yu 	急於	c=1 d=2.72625e-05 t=15795
ji zhi 	機制	c=10 d=2.15318e-12 t=15795
ji zhong 	集中	c=1 d=1.21279e-05 t=15795
ji zhong nan fan 	積重難返	c=1 d=1.14353e-19 t=15795
ji zhua zi 	雞爪子	c=1 d=9.93627e-14 t=15795
ji zhuan 	急轉	c=1 d=1.4328e-25 t=15795
jia 	加	c=2 d=1.5794e-24 t=15795
jia 	家	c=7 d=0.0107258 t=15795
jia ban 	加班	c=3 d=2.394e-29 t=15795
jia gou 	架構	c=4 d=0.00207227 t=15795
jia jie 	佳節	c=1 d=1.9241e-23 t=15795
jia qi 	假期	c=1 d=1.18732e-20 t=15795
jia ren 	佳人	c=1 d=1.80393e-29 t=15795
jia ru 	加入	c=2 d=0.125556 t=15795
jia shen 	加深	c=1 d=2.46421e-22 t=15795
jia suo 	加鎖	c=1 d=5.93996e-20 t=15795
jia ting 	家庭	c=2 d=2.98907e-20 t=15795
jia wei xin 	加微信	c=1 d=0.458406 t=15795
jia you 	加油	c=1 d=0.00367942 t=15795
jia yuan 	家園	c=1 d=4.14628e-26 t=15795
jia zai 	加載	c=15 d=5.18807e-16 t=15795
jia zhao zi 	假招子	c=2 d=0.0120464 t=15795
jia zhi 	價值	c=10 d=0.0130675 t=15795
jia zhi guan 	價值觀	c=10 d=0.00100726 t=15795
jian 	見	c=0 d=4.33344e-17 t=15795
jian 	鍵	c=5 d=2.53055e-11 t=15795
jian cha 	檢查	c=4 d=2.11952e-14 t=15795
jian chi 	堅持	c=5 d=8.07934e-09 t=15795
jian dan 	簡單	c=4 d=0.22091 t=15795
jian ding 	堅定	c=2 d=8.62137e-06 t=15795
jian du 	監督	c=3 d=1.33464e-06 t=15795
jian duan 	簡短	c=1 d=3.64343e-05 t=15795
jian fei 	減肥	c=1 d=5.84138e-29 t=15795
jian hua 	簡化	c=1 d=3.50534e-21 t=15795
jian ji 	剪輯	c=3 d=1.63422e-32 t=15795
jian ji ji 	殲擊機	c=5 d=6.21125e-16 t=15795
jian ji ji jie jue jing ji kai fa jian she kan 	殲擊機解決經濟開發建設看	c=1 d=2.24317e-34 t=15795
jian ji ji liao jie 	殲擊機瞭解	c=1 d=2.33798e-21 t=15795
jian ji shi 	剪輯師	c=1 d=5.15676e-33 t=15795
jian jian kang kang 	健健康康	c=0 d=2.06326e-22 t=15795
jian jian kang kang kan kan 	健健康康看看	c=1 d=2.0736e-21 t=15795
jian jie 	簡介	c=1 d=6.27367e-16 t=15795
jian kang 	健康	c=0 d=2.22086e-35 t=15795
jian kang ke jia ke jian kong jian 	健康可加可減空間	c=1 d=2.23199e-34 t=15795
jian li 	建立	c=1 d=0.499074 t=15795
jian mo 	建模	c=1 d=6.14297e-33 t=15795
jian pan 	鍵盤	c=10 d=0.0964277 t=15795
jian pan xia 	鍵盤俠	c=1 d=3.97545e-31 t=15795
jian qie ban 	剪切板	c=2 d=1.8499e-22 t=15795
jian rong 	兼容	c=7 d=1.03803e-12 t=15795
jian rong guo cheng 	兼容過程	c=1 d=1.89416e-15 t=15795
jian she 	建設	c=1 d=0.278037 t=15795
jian shen 	健身	c=3 d=5.79133e-16 t=15795
jian shi 	件事	c=0 d=4.17146e-10 t=15795
jian shi hui 	監事會	c=0 d=2.58387e-22 t=15795
jian shi hui hui fu he he 	監事會恢復呵呵	c=1 d=2.59682e-21 t=15795
jian suo 	檢索	c=0 d=5.93692e-15 t=15795
jian yi 	建議	c=1 d=7.70764e-26 t=15795
jian zhang 	艦長	c=1 d=3.6882e-31 t=15795
jian zhi 	兼職	c=2 d=2.18089e-07 t=15795
jian zhi ru fei 	鍵指如飛	c=2 d=2.02861e-20 t=15795
jiang 	將	c=7 d=1.22604e-11 t=15795
jiang 	江	c=1 d=5.13017e-31 t=15795
jiang 	講	c=7 d=1.63756e-17 t=15795
jiang 	降	c=1 d=9.32205e-28 t=15795
jiang de 	講得	c=1 d=6.48257e-19 t=15795
jiang ge 	講個	c=1 d=3.23473e-17 t=15795
jiang jiang 	講講	c=1 d=5.5834e-27 t=15795
jiang jin jiu jiang jin jiu 	將進酒將進酒	c=1 d=2.13675e-21 t=15795
jiang jiu 	講究	c=1 d=7.88504e-29 t=15795
jiang lai 	將來	c=1 d=0.000534061 t=15795
jiang li 	獎勵	c=1 d=1.45069e-24 t=15795
jiang shu 	講述	c=3 d=7.27324e-22 t=15795
jiang zhi 	將至	c=1 d=2.81502e-29 t=15795
jiao 	叫	c=4 d=0.00798652 t=15795
jiao 	教	c=1 d=1.1151e-17 t=15795
jiao ao 	驕傲	c=1 d=1.16061e-17 t=15795
jiao ben 	腳本	c=17 d=9.20911e-10 t=15795
